year,state_min_wage,state,lh_employment,federal_min_wage,eff_min_wage,log_min_wage,log_employment,minwage_change
2019,7.25,IA,144.44166666666666,7.25,7.25,1.9810014688665833,4.972875735159264,0.0
2020,7.25,IA,118.54166666666667,7.25,7.25,1.9810014688665833,4.775264516212486,0.0
2021,7.25,IA,128.35833333333332,7.25,7.25,1.9810014688665833,4.854825831842412,0.0
2022,7.25,IA,136.73333333333332,7.25,7.25,1.9810014688665833,4.918032556970171,0.0
2023,7.25,IA,141.32500000000002,7.25,7.25,1.9810014688665833,4.951062202561355,0.0
2000,5.15,ID,52.56666666666666,5.15,5.15,1.6389967146756448,3.962082205300883,
2001,5.15,ID,53.041666666666664,5.15,5.15,1.6389967146756448,3.9710777682094607,0.0
2002,5.15,ID,53.291666666666664,5.15,5.15,1.6389967146756448,3.975779971230897,0.0
2003,5.15,ID,54.4,5.15,5.15,1.6389967146756448,3.996364153861897,0.0
2004,5.15,ID,55.64166666666667,5.15,5.15,1.6389967146756448,4.018932321075823,0.0
2005,5.15,ID,57.208333333333336,5.15,5.15,1.6389967146756448,4.046699575420026,0.0
2006,5.15,ID,59.75833333333333,5.15,5.15,1.6389967146756448,4.090308651100528,0.0
2007,5.15,ID,63.25833333333333,5.85,5.85,1.766441661243765,4.1472268712347224,0.6999999999999993
2008,5.85,ID,63.175000000000004,6.55,6.55,1.8794650496471605,4.145908653274258,0.7000000000000002
2009,6.55,ID,58.64166666666667,7.25,7.25,1.9810014688665833,4.071445479184503,0.7000000000000002
2010,7.25,ID,57.925000000000004,7.25,7.25,1.9810014688665833,4.05914907031844,0.0
2011,7.25,ID,59.30833333333334,7.25,7.25,1.9810014688665833,4.082749824517225,0.0
2012,7.25,ID,61.25833333333333,7.25,7.25,1.9810014688665833,4.115099894592042,0.0
2013,7.25,ID,63.5,7.25,7.25,1.9810014688665833,4.151039905898646,0.0
2014,7.25,ID,65.86666666666666,7.25,7.25,1.9810014688665833,4.187632496645658,0.0
2015,7.25,ID,68.41666666666667,7.25,7.25,1.9810014688665833,4.225616459664428,0.0
2016,7.25,ID,72.33333333333333,7.25,7.25,1.9810014688665833,4.28128506487235,0.0
2017,7.25,ID,75.45,7.25,7.25,1.9810014688665833,4.323470185213858,0.0
2018,7.25,ID,79.38333333333334,7.25,7.25,1.9810014688665833,4.37428843857876,0.0
2019,7.25,ID,83.10000000000001,7.25,7.25,1.9810014688665833,4.420044701861403,0.0
2020,7.25,ID,75.29166666666667,7.25,7.25,1.9810014688665833,4.321369460244283,0.0
2021,7.25,ID,84.05833333333334,7.25,7.25,1.9810014688665833,4.4315110022727895,0.0
2022,7.25,ID,88.81666666666666,7.25,7.25,1.9810014688665833,4.4865743200746815,0.0
2023,7.25,ID,93.35000000000001,7.25,7.25,1.9810014688665833,4.536355869987732,0.0
2000,5.15,IL,486.8666666666666,5.15,5.15,1.6389967146756448,6.1879903005178996,
2001,5.15,IL,491.34999999999997,5.15,5.15,1.6389967146756448,6.197156704808436,0.0
2002,5.15,IL,492.23333333333335,5.15,5.15,1.6389967146756448,6.1989528588116185,0.0
2003,5.15,IL,497.3666666666666,5.15,5.15,1.6389967146756448,6.209327513978266,0.0
2004,5.5,IL,506.25,5.15,5.5,1.7047480922384253,6.2270306184207485,0.34999999999999964
2005,6.5,IL,512.4333333333333,5.15,6.5,1.8718021769015913,6.239170621250444,1.0
2006,6.5,IL,522.9916666666667,5.15,6.5,1.8718021769015913,6.259565530222237,0.0
2007,6.5,IL,531.6916666666667,5.85,6.5,1.8718021769015913,6.276063747388912,0.0
2008,7.5,IL,532.8333333333334,6.55,7.5,2.0149030205422647,6.278208679831787,1.0
2009,7.75,IL,516.9333333333333,7.25,7.75,2.0476928433652555,6.247913917128664,0.25
2010,8.0,IL,515.7416666666667,7.25,8.0,2.0794415416798357,6.24560599412168,0.25
2011,8.25,IL,522.6666666666666,7.25,8.25,2.1102132003465894,6.258943912242243,0.25
2012,8.25,IL,536.7166666666667,7.25,8.25,2.1102132003465894,6.285470332672421,0.0
2013,8.25,IL,546.6750000000001,7.25,8.25,2.1102132003465894,6.303854475936387,0.0
2014,8.25,IL,558.9,7.25,8.25,2.1102132003465894,6.325970566275652,0.0
2015,8.25,IL,578.9499999999999,7.25,8.25,2.1102132003465894,6.361216118058282,0.0
2016,8.25,IL,597.5083333333333,7.25,8.25,2.1102132003465894,6.392768230709802,0.0
2017,8.25,IL,610.9416666666667,7.25,8.25,2.1102132003465894,6.41500148270988,0.0
2018,8.25,IL,617.8000000000001,7.25,8.25,2.1102132003465894,6.4261647804844815,0.0
2019,8.25,IL,623.3416666666667,7.25,8.25,2.1102132003465894,6.435094790075116,0.0
2020,10.0,IL,462.25,7.25,10.0,2.302585092994046,6.136105870267234,1.75
2021,11.0,IL,503.22499999999997,7.25,11.0,2.3978952727983707,6.221037386187096,1.0
2022,12.0,IL,565.4,7.25,12.0,2.4849066497880004,6.33753344525949,1.0
2023,13.0,IL,594.0,7.25,13.0,2.5649493574615367,6.386879319362645,1.0
2000,5.15,IN,266.68333333333334,5.15,5.15,1.6389967146756448,5.586061937046774,
2001,5.15,IN,268.09999999999997,5.15,5.15,1.6389967146756448,5.591360045241913,0.0
2002,5.15,IN,268.59999999999997,5.15,5.15,1.6389967146756448,5.593223284089137,0.0
2003,5.15,IN,270.81666666666666,5.15,5.15,1.6389967146756448,5.601442085180675,0.0
2004,5.15,IN,274.21666666666664,5.15,5.15,1.6389967146756448,5.613918548164549,0.0
2005,5.15,IN,277.45,5.15,5.15,1.6389967146756448,5.62564073677191,0.0
2006,5.15,IN,281.0833333333333,5.15,5.15,1.6389967146756448,5.63865118527365,0.0
2007,5.15,IN,283.8,5.85,5.85,1.766441661243765,5.648269764725942,0.6999999999999993
2008,5.85,IN,284.73333333333335,6.55,6.55,1.8794650496471605,5.651553069739257,0.7000000000000002
2009,6.55,IN,276.7583333333333,7.25,7.25,1.9810014688665833,5.623144682547632,0.7000000000000002
2010,7.25,IN,273.47499999999997,7.25,7.25,1.9810014688665833,5.611210210005854,0.0
2011,7.25,IN,277.76666666666665,7.25,7.25,1.9810014688665833,5.626781432720051,0.0
2012,7.25,IN,285.2083333333333,7.25,7.25,1.9810014688665833,5.653219907374604,0.0
2013,7.25,IN,290.1333333333333,7.25,7.25,1.9810014688665833,5.670340587433569,0.0
2014,7.25,IN,293.84999999999997,7.25,7.25,1.9810014688665833,5.68306943305866,0.0
2015,7.25,IN,300.72499999999997,7.25,7.25,1.9810014688665833,5.706196225880136,0.0
2016,7.25,IN,306.7083333333333,7.25,7.25,1.9810014688665833,5.7258972417107605,0.0
2017,7.25,IN,308.625,7.25,7.25,1.9810014688665833,5.732126947665344,0.0
2018,7.25,IN,310.46666666666664,7.25,7.25,1.9810014688665833,5.738076541880167,0.0
2019,7.25,IN,313.8833333333333,7.25,7.25,1.9810014688665833,5.749021366972647,0.0
2020,7.25,IN,263.7583333333333,7.25,7.25,1.9810014688665833,5.575033279867766,0.0
2021,7.25,IN,283.125,7.25,7.25,1.9810014688665833,5.645888496237299,0.0
2022,7.25,IN,303.95,7.25,7.25,1.9810014688665833,5.716863214194731,0.0
2023,7.25,IN,313.1583333333333,7.25,7.25,1.9810014688665833,5.746708919932479,0.0
2000,2.65,KS,109.25833333333333,5.15,5.15,1.6389967146756448,4.693715108717356,
2001,2.65,KS,108.78333333333335,5.15,5.15,1.6389967146756448,4.689358136413117,0.0
2002,2.65,KS,108.86666666666667,5.15,5.15,1.6389967146756448,4.6901238918682555,0.0
2003,2.65,KS,108.39166666666667,5.15,5.15,1.6389967146756448,4.685751210281695,0.0
2004,2.65,KS,110.14999999999999,5.15,5.15,1.6389967146756448,4.7018430732483525,0.0
2005,2.65,KS,111.40833333333335,5.15,5.15,1.6389967146756448,4.7132021302010765,0.0
2006,2.65,KS,114.7,5.15,5.15,1.6389967146756448,4.742320024135325,0.0
2007,2.65,KS,114.68333333333334,5.85,5.85,1.766441661243765,4.7421747069803795,0.6999999999999993
2008,2.65,KS,115.95833333333333,6.55,6.55,1.8794650496471605,4.753230931177945,0.7000000000000002
2009,2.65,KS,114.11666666666667,7.25,7.25,1.9810014688665833,4.737221316898962,0.7000000000000002
2010,7.25,KS,113.39166666666667,7.25,7.25,1.9810014688665833,4.730847902408812,0.0
2011,7.25,KS,115.075,7.25,7.25,1.9810014688665833,4.745584089703305,0.0
2012,7.25,KS,119.60000000000001,7.25,7.25,1.9810014688665833,4.784152841516532,0.0
2013,7.25,KS,121.175,7.25,7.25,1.9810014688665833,4.797235781731439,0.0
2014,7.25,KS,122.825,7.25,7.25,1.9810014688665833,4.810760578054712,0.0
2015,7.25,KS,125.91666666666667,7.25,7.25,1.9810014688665833,4.835620312484739,0.0
2016,7.25,KS,127.55833333333334,7.25,7.25,1.9810014688665833,4.848573776309661,0.0
2017,7.25,KS,128.50833333333335,7.25,7.25,1.9810014688665833,4.8559937530756105,0.0
2018,7.25,KS,129.5,7.25,7.25,1.9810014688665833,4.863680881139593,0.0
2019,7.25,KS,130.05833333333334,7.25,7.25,1.9810014688665833,4.867983067760508,0.0
2020,7.25,KS,110.56666666666666,7.25,7.25,1.9810014688665833,4.705618657284897,0.0
2021,7.25,KS,120.28333333333335,7.25,7.25,1.9810014688665833,4.789850070850172,0.0
2022,7.25,KS,127.75,7.25,7.25,1.9810014688665833,4.850075229083814,0.0
2023,7.25,KS,132.80833333333334,7.25,7.25,1.9810014688665833,4.888906986077588,0.0
2000,5.15,KY,152.09166666666667,5.15,5.15,1.6389967146756448,5.024483409247974,
2001,5.15,KY,152.88333333333333,5.15,5.15,1.6389967146756448,5.029675103287555,0.0
2002,5.15,KY,153.43333333333334,5.15,5.15,1.6389967146756448,5.033266162155086,0.0
2003,5.15,KY,156.03333333333333,5.15,5.15,1.6389967146756448,5.0500696596379155,0.0
2004,5.15,KY,160.95833333333334,5.15,5.15,1.6389967146756448,5.081145532318335,0.0
2005,5.15,KY,164.63333333333333,5.15,5.15,1.6389967146756448,5.103720778878469,0.0
2006,5.15,KY,168.4,5.15,5.15,1.6389967146756448,5.126342101808226,0.0
2007,5.15,KY,172.1833333333333,5.85,5.85,1.766441661243765,5.1485598006273445,0.6999999999999993
2008,5.85,KY,171.9,6.55,6.55,1.8794650496471605,5.146912912388804,0.7000000000000002
2009,6.55,KY,167.96666666666667,7.25,7.25,1.9810014688665833,5.123765547018443,0.7000000000000002
2010,7.25,KY,167.44166666666666,7.25,7.25,1.9810014688665833,5.120635031902507,0.0
2011,7.25,KY,170.00833333333333,7.25,7.25,1.9810014688665833,5.135847455456683,0.0
2012,7.25,KY,174.8083333333333,7.25,7.25,1.9810014688665833,5.1636901356167435,0.0
2013,7.25,KY,179.45000000000002,7.25,7.25,1.9810014688665833,5.189896617593616,0.0
2014,7.25,KY,182.29999999999998,7.25,7.25,1.9810014688665833,5.205653681684617,0.0
2015,7.25,KY,187.8166666666667,7.25,7.25,1.9810014688665833,5.235466309730249,0.0
2016,7.25,KY,193.775,7.25,7.25,1.9810014688665833,5.266697692167575,0.0
2017,7.25,KY,197.07500000000002,7.25,7.25,1.9810014688665833,5.283584366945972,0.0
2018,7.25,KY,198.0666666666667,7.25,7.25,1.9810014688665833,5.288603674360398,0.0
2019,7.25,KY,201.85833333333335,7.25,7.25,1.9810014688665833,5.307566131229186,0.0
2020,7.25,KY,165.39166666666668,7.25,7.25,1.9810014688665833,5.108316398410213,0.0
2021,7.25,KY,181.50833333333333,7.25,7.25,1.9810014688665833,5.201301566333182,0.0
2022,7.25,KY,196.33333333333334,7.25,7.25,1.9810014688665833,5.279813894983477,0.0
2023,7.25,KY,204.10833333333335,7.25,7.25,1.9810014688665833,5.318650898640955,0.0
2000,6.0,MA,274.76666666666665,5.15,6.0,1.791759469228055,5.615922252651072,
2001,6.75,MA,279.65833333333336,5.15,6.75,1.9095425048844386,5.633568619977315,0.75
2002,6.75,MA,285.06666666666666,5.15,6.75,1.9095425048844386,5.652723071042725,0.0
2003,6.75,MA,287.71666666666664,5.15,6.75,1.9095425048844386,5.661976199594448,0.0
2004,6.75,MA,291.075,5.15,6.75,1.9095425048844386,5.67358096592308,0.0
2005,6.75,MA,293.0416666666667,5.15,6.75,1.9095425048844386,5.680314805960073,0.0
2006,6.75,MA,297.4166666666667,5.15,6.75,1.9095425048844386,5.69513407370216,0.0
2007,7.5,MA,303.25,5.85,7.5,2.0149030205422647,5.7145575478241595,0.75
2008,8.0,MA,306.25,6.55,8.0,2.0794415416798357,5.724401761858937,0.5
2009,8.0,MA,300.44166666666666,7.25,8.0,2.0794415416798357,5.705253614221765,0.0
2010,8.0,MA,307.85833333333335,7.25,8.0,2.0794415416798357,5.7296397204510825,0.0
2011,8.0,MA,315.4916666666667,7.25,8.0,2.0794415416798357,5.754132268531538,0.0
2012,8.0,MA,326.43333333333334,7.25,8.0,2.0794415416798357,5.788225742058639,0.0
2013,8.0,MA,335.55,7.25,8.0,2.0794415416798357,5.815770976604249,0.0
2014,8.0,MA,343.76666666666665,7.25,8.0,2.0794415416798357,5.839963132653914,0.0
2015,9.0,MA,350.60833333333335,7.25,9.0,2.1972245773362196,5.859669740981995,1.0
2016,10.0,MA,361.60833333333335,7.25,10.0,2.302585092994046,5.890561673975187,1.0
2017,11.0,MA,369.15000000000003,7.25,11.0,2.3978952727983707,5.911203065505175,1.0
2018,11.0,MA,375.30833333333334,7.25,11.0,2.3978952727983707,5.927747910353115,0.0
2019,12.0,MA,379.68333333333334,7.25,12.0,2.4849066497880004,5.939337571971854,1.0
2020,12.75,MA,261.90000000000003,7.25,12.75,2.545531271604435,5.567962751513666,0.75
2021,13.5,MA,298.34166666666664,7.25,13.5,2.6026896854443837,5.698239362177522,0.75
2022,14.25,MA,345.26666666666665,7.25,14.25,2.6567569067146595,5.844317065321682,0.75
2023,15.0,MA,360.44166666666666,7.25,15.0,2.70805020110221,5.887330131334247,0.75
2000,5.15,MD,202.75833333333333,5.15,5.15,1.6389967146756448,5.312014793671634,
2001,5.15,MD,204.54166666666666,5.15,5.15,1.6389967146756448,5.320771703710107,0.0
2002,5.15,MD,211.5666666666667,5.15,5.15,1.6389967146756448,5.354540157644315,0.0
2003,5.15,MD,215.20000000000002,5.15,5.15,1.6389967146756448,5.371567828287629,0.0
2004,5.15,MD,220.83333333333334,5.15,5.15,1.6389967146756448,5.397408269192268,0.0
2005,5.15,MD,225.6833333333333,5.15,5.15,1.6389967146756448,5.419132836760723,0.0
2006,5.15,MD,230.41666666666666,5.15,5.15,1.6389967146756448,5.439889264168435,0.0
2007,6.15,MD,233.66666666666666,5.85,6.15,1.8164520818184267,5.45389559836648,1.0
2008,6.15,MD,236.16666666666666,6.55,6.55,1.8794650496471605,5.464537770462625,0.39999999999999947
2009,6.55,MD,230.26666666666665,7.25,7.25,1.9810014688665833,5.439238057604414,0.7000000000000002
2010,7.25,MD,229.6916666666667,7.25,7.25,1.9810014688665833,5.436737829832187,0.0
2011,7.25,MD,233.33333333333334,7.25,7.25,1.9810014688665833,5.452468046375295,0.0
2012,7.25,MD,244.26666666666665,7.25,7.25,1.9810014688665833,5.498260524691811,0.0
2013,7.25,MD,253.88333333333333,7.25,7.25,1.9810014688665833,5.5368748439146005,0.0
2014,7.25,MD,260.2083333333333,7.25,7.25,1.9810014688665833,5.561482592211733,0.0
2015,8.25,MD,267.44166666666666,7.25,8.25,2.1102132003465894,5.588901474019836,1.0
2016,8.75,MD,273.14166666666665,7.25,8.75,2.169053700369523,5.6099905861086,0.5
2017,9.25,MD,280.09166666666664,7.25,9.25,2.224623551524334,5.6351169305441795,0.5
2018,10.1,MD,281.90000000000003,7.25,10.1,2.312535423847214,5.641552398120067,0.8499999999999996
2019,10.1,MD,282.68333333333334,7.25,10.1,2.312535423847214,5.644327307649738,0.0
2020,11.0,MD,210.71666666666667,7.25,11.0,2.3978952727983707,5.350514419089797,0.9000000000000004
2021,11.75,MD,230.88333333333333,7.25,11.75,2.463853240590168,5.441912532435778,0.75
2022,12.5,MD,249.9333333333333,7.25,12.5,2.5257286443082556,5.5211942156337015,0.75
2023,13.25,MD,263.075,7.25,13.25,2.583997552432231,5.572439162626876,0.75
2000,5.15,ME,56.199999999999996,5.15,5.15,1.6389967146756448,4.028916756899645,
2001,5.15,ME,56.699999999999996,5.15,5.15,1.6389967146756448,4.037774210733707,0.0
2002,5.75,ME,57.625,5.15,5.75,1.749199854809259,4.053956501316812,0.5999999999999996
2003,6.25,ME,58.75,5.15,6.25,1.8325814637483102,4.073291153024268,0.5
2004,6.25,ME,59.175000000000004,5.15,6.25,1.8325814637483102,4.080499155400048,0.0
2005,6.35,ME,59.425000000000004,5.15,6.35,1.8484548129046001,4.0847150132462575,0.09999999999999964
2006,6.5,ME,60.175000000000004,5.15,6.5,1.8718021769015913,4.097256983669136,0.15000000000000036
2007,6.75,ME,60.550000000000004,5.85,6.75,1.9095425048844386,4.1034694699991014,0.25
2008,7.0,ME,60.50833333333333,6.55,7.0,1.9459101490553132,4.102781096598201,0.25
2009,7.25,ME,59.61666666666667,7.25,7.25,1.9810014688665833,4.0879351770369174,0.25
2010,7.5,ME,60.050000000000004,7.25,7.5,2.0149030205422647,4.095177548525992,0.25
2011,7.5,ME,60.39166666666667,7.25,7.5,2.0149030205422647,4.100851126327235,0.0
2012,7.5,ME,61.824999999999996,7.25,7.5,2.0149030205422647,4.12430781340748,0.0
2013,7.5,ME,62.949999999999996,7.25,7.5,2.0149030205422647,4.142340760490356,0.0
2014,7.5,ME,63.475,7.25,7.5,2.0149030205422647,4.1506461275907425,0.0
2015,7.5,ME,64.48333333333333,7.25,7.5,2.0149030205422647,4.166406792478412,0.0
2016,7.5,ME,66.10833333333333,7.25,7.5,2.0149030205422647,4.191294810519957,0.0
2017,9.0,ME,67.80833333333334,7.25,9.0,2.1972245773362196,4.2166850979146115,1.5
2018,10.0,ME,69.08333333333333,7.25,10.0,2.302585092994046,4.235313505347294,1.0
2019,11.0,ME,70.13333333333334,7.25,11.0,2.3978952727983707,4.250398192195445,1.0
2020,12.0,ME,52.275,7.25,12.0,2.4849066497880004,3.9565182453146974,1.0
2021,12.15,ME,60.85,7.25,12.15,2.4973291697865574,4.108411819433536,0.15000000000000036
2022,12.75,ME,66.14999999999999,7.25,12.75,2.545531271604435,4.191924890560965,0.5999999999999996
2023,13.8,ME,69.23333333333333,7.25,13.8,2.624668592163159,4.237482442213957,1.0500000000000007
2000,5.15,MI,398.6166666666666,5.15,5.15,1.6389967146756448,5.988000219916764,
2001,5.15,MI,394.7416666666666,5.15,5.15,1.6389967146756448,5.978231542505493,0.0
2002,5.15,MI,398.6166666666666,5.15,5.15,1.6389967146756448,5.988000219916764,0.0
2003,5.15,MI,398.925,5.15,5.15,1.6389967146756448,5.988773429296491,0.0
2004,5.15,MI,403.1583333333333,5.15,5.15,1.6389967146756448,5.999329371470129,0.0
2005,5.15,MI,405.575,5.15,5.15,1.6389967146756448,6.005305813296463,0.0
2006,5.15,MI,406.90000000000003,5.15,5.15,1.6389967146756448,6.008567455007644,0.0
2007,6.95,MI,406.9666666666667,5.85,6.95,1.9387416595767009,6.0087312820067,1.7999999999999998
2008,7.15,MI,399.8416666666667,6.55,7.15,1.9671123567059163,5.991068635411955,0.20000000000000018
2009,7.4,MI,381.68333333333334,7.25,7.4,2.0014800002101243,5.944591294489077,0.25
2010,7.4,MI,377.4916666666666,7.25,7.4,2.0014800002101243,5.933548493390234,0.0
2011,7.4,MI,380.51666666666665,7.25,7.4,2.0014800002101243,5.9415299783573525,0.0
2012,7.4,MI,388.8333333333333,7.25,7.4,2.0014800002101243,5.963150802793375,0.0
2013,7.4,MI,398.3416666666667,7.25,7.4,2.0014800002101243,5.987310095980763,0.0
2014,8.15,MI,406.45,7.25,8.15,2.0980179272527715,6.007460920192582,0.75
2015,8.15,MI,413.8333333333333,7.25,8.15,2.0980179272527715,6.025463316280112,0.0
2016,8.5,MI,425.22499999999997,7.25,8.5,2.1400661634962708,6.052618440600155,0.34999999999999964
2017,8.9,MI,432.22499999999997,7.25,8.9,2.186051276738094,6.068946285990839,0.40000000000000036
2018,9.25,MI,433.6333333333334,7.25,9.25,2.224623551524334,6.072199322939404,0.34999999999999964
2019,9.45,MI,435.5833333333333,7.25,9.45,2.2460147415056513,6.076686128924922,0.1999999999999993
2020,9.65,MI,324.2,7.25,9.65,2.2669579153508947,5.781360609301576,0.20000000000000107
2021,9.65,MI,357.43333333333334,7.25,9.65,2.2669579153508947,5.87894886455799,0.0
2022,9.87,MI,403.73333333333335,7.25,9.87,2.28949985344539,6.000754594015075,0.21999999999999886
2023,10.1,MI,422.93333333333334,7.25,10.1,2.312535423847214,6.047214562212474,0.23000000000000043
2000,5.15,MN,221.6916666666667,5.15,5.15,1.6389967146756448,5.401287527583225,
2001,5.15,MN,226.60833333333335,5.15,5.15,1.6389967146756448,5.423223123439915,0.0
2002,5.15,MN,228.79999999999998,5.15,5.15,1.6389967146756448,5.432848259505643,0.0
2003,5.15,MN,231.625,5.15,5.15,1.6389967146756448,5.445119684605523,0.0
2004,5.15,MN,235.73333333333335,5.15,5.15,1.6389967146756448,5.462701222655324,0.0
2005,5.15,MN,242.33333333333334,5.15,5.15,1.6389967146756448,5.49031418886541,0.0
2006,6.15,MN,245.3166666666667,5.15,6.15,1.8164520818184267,5.502549892970486,1.0
2007,6.16,MN,247.6833333333333,5.85,6.16,1.8180767775454285,5.512151048536468,0.009999999999999787
2008,6.16,MN,245.75,6.55,6.55,1.8794650496471605,5.504314759027276,0.3899999999999997
2009,6.16,MN,237.76666666666665,7.25,7.25,1.9810014688665833,5.4712898006158825,0.7000000000000002
2010,6.16,MN,235.125,7.25,7.25,1.9810014688665833,5.460117287621195,0.0
2011,6.16,MN,239.59166666666667,7.25,7.25,1.9810014688665833,5.478936085447245,0.0
2012,6.16,MN,245.57500000000002,7.25,7.25,1.9810014688665833,5.5036023995609336,0.0
2013,6.15,MN,250.24166666666667,7.25,7.25,1.9810014688665833,5.522427117607571,0.0
2014,8.0,MN,254.21666666666667,7.25,8.0,2.0794415416798357,5.538186921777832,0.75
2015,9.0,MN,259.55,7.25,9.0,2.1972245773362196,5.558949362273238,1.0
2016,9.5,MN,265.3833333333333,7.25,9.5,2.2512917986064953,5.581175321634325,0.5
2017,9.5,MN,270.75,7.25,9.5,2.2512917986064953,5.6011958858811,0.0
2018,9.65,MN,273.40833333333336,7.25,9.65,2.2669579153508947,5.610966404195974,0.15000000000000036
2019,9.86,MN,275.75,7.25,9.86,2.288486168614544,5.619494658133612,0.20999999999999908
2020,10.0,MN,204.61666666666667,7.25,10.0,2.302585092994046,5.321138309958739,0.14000000000000057
2021,10.08,MN,229.0,7.25,10.08,2.3105532626432224,5.43372200355424,0.08000000000000007
2022,10.33,MN,255.64166666666665,7.25,10.33,2.3350522831315472,5.543776724345661,0.25
2023,10.59,MN,267.25,7.25,10.59,2.359910159613315,5.588184549905154,0.2599999999999998
2000,5.15,MO,254.46666666666667,5.15,5.15,1.6389967146756448,5.5391698516430194,
2001,5.15,MO,256.2916666666667,5.15,5.15,1.6389967146756448,5.546316118860423,0.0
2002,5.15,MO,260.06666666666666,5.15,5.15,1.6389967146756448,5.560938008404446,0.0
2003,5.15,MO,261.09166666666664,5.15,5.15,1.6389967146756448,5.564871558943993,0.0
2004,5.15,MO,267.22499999999997,5.15,5.15,1.6389967146756448,5.588091000160009,0.0
2005,5.15,MO,272.69166666666666,5.15,5.15,1.6389967146756448,5.608341730773202,0.0
2006,5.15,MO,278.45,5.15,5.15,1.6389967146756448,5.629238510035678,0.0
2007,6.5,MO,281.05833333333334,5.85,6.5,1.8718021769015913,5.638562239723092,1.3499999999999996
2008,6.65,MO,280.5416666666667,6.55,6.65,1.8946168546677629,5.636722258197335,0.15000000000000036
2009,7.05,MO,273.4,7.25,7.25,1.9810014688665833,5.610935924289849,0.5999999999999996
2010,7.25,MO,271.78333333333336,7.25,7.25,1.9810014688665833,5.605005180239177,0.0
2011,7.25,MO,270.675,7.25,7.25,1.9810014688665833,5.600918839196962,0.0
2012,7.25,MO,274.71666666666664,7.25,7.25,1.9810014688665833,5.615740263509255,0.0
2013,7.35,MO,281.2416666666667,7.25,7.35,1.9947003132247452,5.639214323450034,0.09999999999999964
2014,7.5,MO,287.2,7.25,7.5,2.0149030205422647,5.660178837174069,0.15000000000000036
2015,7.65,MO,293.0,7.25,7.65,2.0347056478384444,5.680172609017068,0.15000000000000036
2016,7.65,MO,299.2916666666667,7.25,7.65,2.0347056478384444,5.701418571726856,0.0
2017,7.7,MO,303.72499999999997,7.25,7.7,2.0412203288596382,5.716122686740806,0.04999999999999982
2018,7.85,MO,305.71666666666664,7.25,7.85,2.060513531794317,5.72265874709225,0.14999999999999947
2019,8.6,MO,309.03333333333336,7.25,8.6,2.151762203259462,5.733449145944827,0.75
2020,9.45,MO,253.28333333333333,7.25,9.45,2.2460147415056513,5.534508756711505,0.8499999999999996
2021,10.3,MO,275.3333333333333,7.25,10.3,2.33214389523559,5.6179824848528686,0.8500000000000014
2022,11.15,MO,297.84166666666664,7.25,11.15,2.411439497906128,5.6965620253944484,0.8499999999999996
2023,12.0,MO,308.6666666666667,7.25,12.0,2.4849066497880004,5.7322619459780695,0.8499999999999996
2000,5.15,MT,50.166666666666664,5.15,5.15,1.6389967146756448,3.915350795520821,
2001,5.15,MT,49.46666666666667,5.15,5.15,1.6389967146756448,3.9012990420651703,0.0
2002,5.15,MT,50.98333333333333,5.15,5.15,1.6389967146756448,3.9314987819288025,0.0
2003,5.15,MT,52.23333333333333,5.15,5.15,1.6389967146756448,3.9557208606938654,0.0
2004,5.15,MT,53.800000000000004,5.15,5.15,1.6389967146756448,3.985273467167739,0.0
